uniprot_id,interaction_score
Q6UXN2,0.6842846870422363
P11166,0.6838131546974182
Q96MF4,0.6798441410064697
Q86UQ5,0.6792944669723511
P00915,0.6792551875114441
Q99102,0.6784728765487671
Q8IUM7,0.6761113405227661
P07451,0.6759342551231384
Q96QV1,0.6741572618484497
O95967,0.6728736162185669
Q9UHT4,0.6724966168403625
Q3ZCW2,0.6706270575523376
P31751,0.66961669921875
Q5JWF8,0.6679850816726685
Q6ZP68,0.6672060489654541
P31358,0.6646162271499634
O95150,0.6621992588043213
Q0D2K5,0.6619852185249329
Q8TF20,0.6567991375923157
P62714,0.6551379561424255
A6NE02,0.6537835001945496
Q6ZR52,0.6529754996299744
Q01813,0.6520956754684448
Q6P9H5,0.6512552499771118
Q86Y22,0.6507065296173096
Q02817,0.6506865620613098
P0C6P0,0.6489713191986084
P48645,0.6474104523658752
A6NEY8,0.6473752856254578
P08575,0.6451248526573181
Q4U2R8,0.6446992754936218
P27540,0.6443803906440735
O14788,0.6435471773147583
P11117,0.643514096736908
Q14554,0.6418743133544922
P62993,0.6405420899391174
A0A8V8TLL3,0.6398469805717468
Q86UT5,0.6392104625701904
Q9HBZ2,0.6390746831893921
P46095,0.6381443738937378
O94766,0.6370563507080078
A8MQ11,0.6353221535682678
P98088,0.6345922946929932
Q96A19,0.6332660913467407
Q6ZRI0,0.6320993900299072
P29353,0.6315525770187378
P29466,0.6276523470878601
Q9BUZ4,0.6254319548606873
P60484,0.6242895722389221
Q9UKP6,0.6219364404678345
Q14602,0.6216638088226318
O00746,0.6212108731269836
O14556,0.617477536201477
Q7Z5L3,0.6172496676445007
P00387,0.6170311570167542
Q9NTU7,0.6168217062950134
P13236,0.6167231202125549
Q13588,0.6165295243263245
Q6UXQ4,0.6143624186515808
P29762,0.6118718385696411
Q15853,0.611627995967865
O95613,0.6114868521690369
Q02817,0.6110298037528992
P43166,0.6102481484413147
Q8IVJ8,0.6097853779792786
Q92496,0.608809769153595
P51161,0.6085337996482849
Q9BXJ4,0.6075575351715088
Q9NZN9,0.6070175170898438
P15090,0.6066515445709229
P50120,0.6054890155792236
Q86UQ8,0.6049225330352783
A0A0A0MS02,0.6044217944145203
Q9UIL4,0.604418158531189
Q8N9T2,0.6038394570350647
O60783,0.6000593900680542
P49715,0.598694384098053
Q8NFR9,0.5986334085464478
P35219,0.5980179309844971
Q156A1,0.59774249792099
Q9BY41,0.5962664484977722
P60827,0.5950260162353516
P98088,0.5938689708709717
Q9Y2A9,0.593755304813385
P36980,0.5931410789489746
Q969J5,0.5931139588356018
P49368,0.5921086668968201
A0A1B0GUT2,0.5914720296859741
A0A8I5QJV6,0.5908496379852295
P01732,0.5904698371887207
Q13077,0.5896326899528503
Q8IUK8,0.5896297097206116
P48146,0.5895014405250549
P08670,0.588622510433197
Q7Z5P9,0.5878270864486694
P01112,0.5868434906005859
P30740,0.5864228010177612
P10720,0.585235059261322
Q9H3H3,0.5852268934249878
A0A075B6X5,0.5846073627471924
Q9Y226,0.5845814943313599
P0DJR0,0.584475576877594
Q9ULX7,0.5806950926780701
Q9P2X7,0.5806674361228943
Q8IWL8,0.5799229741096497
A0A8I5KYW3,0.5797348022460938
A0A0B4J265,0.5793024897575378
Q96FV2,0.5786965489387512
Q5T1H1,0.5786925554275513
P18433,0.5782701969146729
P35754,0.5776137113571167
P05187,0.5742437839508057
P25787,0.5737301111221313
Q6JVE5,0.5729944109916687
Q8NEP7,0.5729048252105713
Q96MM6,0.5727229118347168
A6NK97,0.5722160935401917
P52961,0.5721275806427002
P63220,0.5720757246017456
Q99538,0.5712055563926697
O94760,0.5711707472801208
Q16880,0.5692188143730164
Q9UBP8,0.5690014362335205
P53597,0.5683556199073792
P60981,0.5675892233848572
Q5BLP8,0.5664390921592712
Q99743,0.5662680864334106
Q8N812,0.5661267638206482
Q99836,0.565422534942627
Q86UU5,0.5653979182243347
P04437,0.5647279024124146
P0CE67,0.5646383762359619
A0A087WT03,0.5640283226966858
Q9UII5,0.5636801719665527
O76003,0.5631589293479919
A4QN01,0.5630325078964233
Q8WXI7,0.5623521208763123
Q02985,0.5622959733009338
P09455,0.5614729523658752
O75830,0.5606623291969299
P0DP75,0.5594663619995117
P20618,0.5592666864395142
Q685J3,0.5578756928443909
A8MV24,0.557519257068634
Q9NPE3,0.5562484264373779
A0A0C4DH28,0.5559014678001404
Q92731,0.555462121963501
Q9HD64,0.5553794503211975
Q6ZUU3,0.555020272731781
P49961,0.5543872117996216
Q9BZR6,0.5537196397781372
Q9H7T3,0.5533943176269531
P02745,0.5527225732803345
Q6L8H1,0.5522709488868713
A8MQB3,0.5517376661300659
Q02817,0.551694393157959
Q9UJC5,0.5510854125022888
Q01469,0.5505737066268921
Q8NBP7,0.5500298738479614
P47211,0.549197256565094
P07237,0.5490168929100037
P16410,0.5489317178726196
Q6PF15,0.5480647087097168
Q8NFD4,0.5475941300392151
Q16864,0.5473896861076355
P60900,0.5468153357505798
P23526,0.5459140539169312
Q96IT6,0.5458939671516418
Q6PB30,0.5458568930625916
P51878,0.5449809432029724
A6NED2,0.5444304347038269
A0A0B4J279,0.5439281463623047
A0A6Q8PFC9,0.5414498448371887
A0A0A6YYJ7,0.5414435863494873
Q9NS85,0.5414225459098816
O60361,0.5411487817764282
Q9Y6U7,0.5408485531806946
P29508,0.5408130884170532
P48145,0.5397629141807556
Q9ULC4,0.539284348487854
P48595,0.5390520095825195
Q9HAW9,0.5389158725738525
A6NLU5,0.537621259689331
O60656,0.5365899801254272
P03979,0.5363363027572632
Q9NSA0,0.5359436273574829
Q8WWY8,0.5356833934783936
Q02833,0.5349843502044678
P14923,0.5321993827819824
P63167,0.5321542620658875
Q96EM0,0.5316499471664429
P0C862,0.5312556624412537
P50453,0.5307548642158508
Q9HAW7,0.5300807356834412
P49662,0.5288751721382141
A0A0C4DGP1,0.5288536548614502
Q5K131,0.5280555486679077
Q9NQE7,0.5279219746589661
O00501,0.5277949571609497
P49682,0.5277689099311829
Q4G0N7,0.5276049375534058
O15204,0.5271985530853271
Q5VTT2,0.5266999006271362
A0A1B0GX95,0.5262452960014343
S4R3P1,0.5250964760780334
G3V523,0.524913489818573
P23280,0.5238491296768188
A2VDF0,0.5236372351646423
A8MXD5,0.5235798358917236
A0A0B4J238,0.5233954191207886
Q5JS54,0.5222359299659729
P22415,0.5211138725280762
Q8WYA1,0.520774781703949
Q9UHL4,0.5202292203903198
A0A0J9YWX3,0.5202245712280273
Q6UY13,0.5197723507881165
B7Z368,0.5194736123085022
Q8IXF0,0.5182814598083496
P0DTE2,0.5176088809967041
Q5VWW1,0.5175596475601196
Q8NHW4,0.5169140100479126
A0A075B6K2,0.516787052154541
P35237,0.5167773365974426
A0N4Z3,0.5162734389305115
P29373,0.5155807137489319
A0A0A6YYK4,0.5153931379318237
A8MT69,0.5153719782829285
Q86VF5,0.5152803659439087
Q8NCC3,0.5139965415000916
Q8N3H0,0.5127035975456238
P28066,0.511700451374054
A0A0B4J268,0.5115622282028198
A0A584,0.5111131072044373
Q9UK59,0.5096583366394043
P0DPI2,0.5096082091331482
Q3SY77,0.5090951323509216
Q9Y5X4,0.5088691115379333
P0CJ76,0.5086143016815186
A0A0B4J277,0.5080318450927734
Q685J3,0.5077807903289795
P48594,0.5072481036186218
Q6XE24,0.5059059858322144
P38936,0.5056009292602539
Q7Z5P9,0.5046235918998718
A0A075B6R0,0.5044074654579163
P20800,0.5042940378189087
Q6UX72,0.5040470957756042
Q9Y221,0.5038316249847412
Q8N7P7,0.5036312341690063
Q96DN6,0.502887487411499
Q9HBH0,0.502806544303894
P04217,0.5026086568832397
Q9UKF5,0.5021529197692871
Q8N5I3,0.5014176964759827
A0A804HIB5,0.5006142258644104
Q6P5Z2,0.5003746747970581
Q685J3,0.4998216032981872
O75444,0.4997347891330719
Q9NZ38,0.4995997250080108
Q7Z5P9,0.4990863800048828
E5RJ46,0.4984118342399597
Q13882,0.4980629980564117
A8MQ14,0.4979223310947418
P22309,0.4978944957256317
P01298,0.4977856576442718
Q6UQ28,0.4975699782371521
Q6UWM9,0.4975065886974334
A0A0B4J249,0.4973064064979553
P28065,0.4972527325153351
P10997,0.4964209198951721
Q8IUA0,0.4962369501590729
Q5JSS6,0.4962057471275329
Q6UXZ0,0.4943378567695617
Q3Y452,0.4943212568759918
P10124,0.4939284324645996
A0A3B3IRV3,0.493317186832428
A0AAG2TVR6,0.4930778443813324
Q5JQF7,0.4922522902488708
Q8IVS8,0.4920542538166046
P0C7Q2,0.4915297627449035
Q8WTR8,0.4911707937717438
P23435,0.490964412689209
O95297,0.4904595911502838
P50452,0.4901998043060303
P00738,0.4894417226314544
P13284,0.4892456531524658
P53985,0.4891463816165924
Q9Y616,0.4874339699745178
Q685J3,0.487270325422287
P0DTE5,0.4871001541614532
P0DMP1,0.4868409335613251
A8MXY4,0.485375165939331
O43402,0.4852597117424011
Q8IW03,0.4844976663589477
O75355,0.4843953251838684
P06732,0.4843886494636535
A0AAQ5BGK1,0.4841733872890472
P60510,0.4835253655910492
A0A075B6W5,0.483340710401535
Q9BTK2,0.4830415546894073
P0CJ77,0.4829824268817901
O15442,0.4827515184879303
Q9Y227,0.4825389087200165
Q6PKC3,0.4822799563407898
P17540,0.4820859134197235
Q7Z5P9,0.4819518327713012
Q9BXJ3,0.4814926981925964
Q8TF71,0.4814421236515045
Q03692,0.4813580214977264
Q9HAW8,0.4812169671058655
O14798,0.4789934158325195
Q9UHP6,0.4787953794002533
Q9Y281,0.4787198603153229
Q15777,0.4785100221633911
Q6PEY2,0.4781704843044281
P01374,0.4779408872127533
A0A578,0.47772416472435
Q96AY3,0.4775843024253845
Q9GZX6,0.4771312773227691
Q9H693,0.4768122732639313
P02689,0.4765507876873016
A0A0B4J235,0.4764232039451599
O75795,0.4763794839382171
P0CJ75,0.4760841131210327
P05160,0.4758612513542175
Q7Z5P9,0.4758278429508209
Q96A84,0.47564497590065
Q8N697,0.4751997590065002
P23528,0.4751592576503753
P05121,0.4747254848480224
P20848,0.4747087657451629
Q96FQ7,0.4744381904602051
A0A0B4J248,0.4744192957878113
P01111,0.4743170440196991
D3DTV9,0.474280446767807
A0A0B4J2B8,0.4740194380283355
A0A0A0MT70,0.473924458026886
B7ZBB8,0.4735733866691589
A5A3E0,0.4726402461528778
Q9Y5P2,0.472281813621521
P0C7P2,0.4720898568630218
P49888,0.4720751941204071
P00736,0.471724659204483
P40205,0.47138112783432
A0A1B0GU33,0.4713509380817413
A0A0A0MS00,0.471084326505661
P0CJ70,0.4707031548023224
Q6P093,0.4704664647579193
Q15077,0.4702414870262146
P07360,0.4698818624019623
A0A1B0GVG4,0.4691990613937378
Q2VPA4,0.4690847992897033
Q9HB89,0.4688872098922729
Q6PXP3,0.468845397233963
Q9Y547,0.4687555730342865
Q86YD1,0.468448668718338
Q16581,0.4679354727268219
Q7Z2E3,0.4677792191505432
Q99742,0.4677484929561615
P02746,0.4675805866718292
Q9P2X8,0.4665214419364929
A0A075B706,0.4664695560932159
P56556,0.4662553966045379
Q2WEN9,0.4659613966941833
Q8TD33,0.4658758044242859
Q8N8G6,0.4657212197780609
P56180,0.4655661284923553
Q8NCL9,0.4652754962444305
C9JG80,0.4651311039924621
Q9Y2I2,0.4650183916091919
A0JD37,0.4648317098617553
Q9BZS1,0.4641143679618835
Q3ZM63,0.463884949684143
P16619,0.4638739824295044
P0CG39,0.4636283814907074
Q86Z23,0.4629851877689361
Q02817,0.4628835022449493
O43612,0.4623644649982452
Q8TCT0,0.4622898995876312
Q9NP97,0.4620088040828705
Q8N335,0.4614006876945495
P10147,0.4613644480705261
O75310,0.4610538780689239
Q6DWJ6,0.460638165473938
O43678,0.4601556062698364
P0DTE4,0.4597741067409515
A0A0B4J264,0.4596790075302124
Q96PQ7,0.459522396326065
P50213,0.459496259689331
P58513,0.4593189358711242
P35503,0.4592598974704742
Q9HC84,0.4591498076915741
P59990,0.459026575088501
O00743,0.459012508392334
Q9NP60,0.4589242339134216
P23470,0.4587568640708923
O75356,0.458665519952774
O75874,0.4585717022418976
Q9H0W9,0.4585470259189605
O97980,0.4577279090881347
Q6ZMB0,0.4576263725757599
O14977,0.4566895961761474
Q96GA7,0.4564392268657684
O60755,0.4560684859752655
P27169,0.4559964835643768
P54855,0.455881804227829
Q8N8H1,0.4557815194129944
Q96DN0,0.4552525877952575
P21452,0.4552513062953949
P38398,0.4550671577453613
Q6ZQT0,0.4545961022377014
Q8IVM8,0.4545808732509613
O43508,0.4539015591144562
Q5T1H1,0.4538862109184265
Q9ULF5,0.4538478255271911
A0A0A6YYK7,0.4538085162639618
Q07325,0.4532007873058319
A0A0B4J2D9,0.45246422290802
P01019,0.4524486660957336
Q9H8W2,0.4524290263652801
Q9NR64,0.4523926377296448
P01011,0.4523115456104278
Q6ZSU1,0.4520586431026459
Q6GMV3,0.451894998550415
P0DPH8,0.4511833786964416
P07954,0.4511221945285797
A0A0C4DH67,0.4508251547813415
P0C870,0.4507052898406982
Q9BXJ0,0.4499248564243316
Q9BYW1,0.4499206244945526
Q86UX2,0.4490794837474823
Q5VSD8,0.4489403665065765
Q9Y6A2,0.4486576616764068
Q9Y6R6,0.4483758509159088
A0AAG2UXS2,0.4480437338352203
Q7Z5A8,0.4477531015872955
Q8NB50,0.4477324783802032
P59998,0.4476691484451294
P0CJ68,0.4474663734436035
P32754,0.4463868141174316
Q9Y5Q6,0.4458363056182861
A0AAG2TV42,0.4456094205379486
Q6UB35,0.4455707967281341
Q14CB8,0.4455514252185821
P42785,0.4452741146087646
Q00266,0.4449740350246429
Q5QFB9,0.4445814490318298
Q9HBF5,0.4443978369235992
P0CJ71,0.4439427852630615
Q9H3G5,0.4439319968223572
Q96A98,0.4435262978076935
Q96DL1,0.443276584148407
Q86U17,0.443141758441925
A4D1Z8,0.4430809915065765
P08697,0.4426394999027252
Q3BBV0,0.4422351419925689
Q3B7S5,0.4419953823089599
Q6NVV9,0.4419785141944885
P36537,0.4417922496795654
P14778,0.4417232871055603
Q9NXZ1,0.4413337111473083
P60673,0.4412569999694824
E2RYF7,0.4412137269973755
B2RBV5,0.4410277903079986
C9JR72,0.439739316701889
P04808,0.4394961595535278
Q9H195,0.4392413198947906
Q9BXJ2,0.4386610388755798
P34995,0.438479483127594
Q9HC84,0.4377912878990173
P08559,0.4372888505458832
Q8IXA5,0.4368723630905151
P82980,0.4362525641918182
Q8N8U9,0.4361229240894317
Q9NXH8,0.4360715746879577
P48643,0.4349802434444427
A0A0G2JS06,0.434898167848587
Q9HC84,0.4348830878734588
P0DPH7,0.4343334138393402
O14782,0.4341040849685669
Q96MP8,0.433897465467453
O15525,0.433376282453537
Q9H195,0.4325622022151947
P17275,0.4323402047157287
Q9NSE2,0.4321521818637848
Q9UKY3,0.4321160316467285
P0CG38,0.4320410788059234
A0A0G2JN01,0.4319717586040497
Q6UW01,0.4316547811031341
Q9Y694,0.4315868318080902
Q9BXR5,0.4310120940208435
P09565,0.4303478002548218
F2Z398,0.4300052523612976
Q58HT5,0.4299576878547668
Q99619,0.4297743737697601
Q6ZRU5,0.4295462071895599
O00206,0.4292973279953003
Q9H195,0.4292126595973968
Q8N129,0.4286665320396423
A0A087WSZ0,0.4283313453197479
P52799,0.4276427626609802
Q11130,0.4275949895381927
Q6A555,0.4275383651256561
P17081,0.4272603690624237
P35354,0.4271557629108429
P09211,0.4267675578594208
P51617,0.4265296161174774
O43837,0.4261244237422943
Q6UXP9,0.4259370565414428
A0A0B4J1U4,0.4253000617027282
P49286,0.4250949919223785
Q01638,0.425027847290039
Q15743,0.4246216416358948
Q07973,0.4245281219482422
Q8IVG9,0.4243597686290741
P52742,0.4243140816688537
Q9NYW3,0.423859566450119
P28161,0.4238456487655639
P20023,0.423736572265625
O60602,0.4236792325973511
Q96MB7,0.4228476881980896
P27658,0.4225672781467438
A0A8I5QJS6,0.4222181737422943
A0A0C4DH63,0.4220021367073059
Q86Y91,0.4215513169765472
O43570,0.4214934706687927
Q9UDR5,0.4214800298213959
Q6NUJ2,0.4206961095333099
A8MUN3,0.4206960201263428
P33176,0.4204306006431579
P0DP09,0.4203037023544311
P11217,0.4201581180095672
P0CW21,0.4200651943683624
P0DW81,0.4198783338069916
P16662,0.4196609556674957
A0A0G2JMM0,0.4190250337123871
P98088,0.4187624454498291
Q6U949,0.4187566339969635
P06133,0.418240338563919
Q9BSB4,0.4179483652114868
Q8IV76,0.417557030916214
P49190,0.4174251854419708
P11586,0.4171948134899139
P05019,0.4170602560043335
A0A576,0.4167641997337341
Q6ZRI0,0.4162090122699737
A0A1B0GX78,0.4161758720874786
Q9UI95,0.415649801492691
O95567,0.4155673682689667
Q8TAF5,0.4154501259326935
P21695,0.415415495634079
O95965,0.4149205386638641
Q8N7Z2,0.4142660796642303
P35475,0.414196640253067
Q8NFP4,0.4136753380298614
P0C7U1,0.4136488437652588
Q02505,0.4132491946220398
A0A075B7D4,0.4128434360027313
Q9HC84,0.4124301373958587
Q9H2J1,0.4123940467834472
B2RNN3,0.4117245972156524
Q8IZM0,0.41108238697052
P12110,0.4108462929725647
Q6IMI6,0.4106296896934509
P02747,0.4103778600692749
O75752,0.4092461168766022
Q8ND71,0.4088641107082367
O14796,0.4086717963218689
Q9H2U6,0.4085765779018402
Q13237,0.407774955034256
Q53G59,0.4075486361980438
Q9HAT2,0.4075451195240021
Q9UHQ9,0.4074344635009765
Q2M2E5,0.4072788953781128
Q8N8P6,0.407208651304245
Q4G0X4,0.4071643054485321
Q06250,0.4062947928905487
P08294,0.4062433242797851
Q75NE6,0.4061729907989502
P18846,0.4054321944713592
Q3KRA9,0.4051728546619415
Q685J3,0.404065728187561
A0AAG2TV48,0.403686374425888
Q96CT2,0.4030873775482178
A0A0B4J266,0.4030269682407379
Q86X83,0.4029498398303985
P20827,0.4028777778148651
Q8N187,0.4025822281837463
P63000,0.4022730886936188
Q8WWP7,0.4021452367305755
P0DPP9,0.4020743668079376
A0AAG2TUP4,0.4020695984363556
Q5I0G3,0.4020282030105591
P46089,0.4019021093845367
O95394,0.4018628001213074
Q9BY64,0.4014508724212646
Q2MKA7,0.4013181924819946
P0CJ73,0.4003119468688965
O43736,0.4001782238483429
P12532,0.3998782038688659
A0A0K0K1C0,0.3996750116348266
Q7Z3D6,0.3990710377693176
Q8N398,0.3988389670848846
P24844,0.3986320495605469
Q685J3,0.3985560536384582
P19367,0.398429661989212
Q63ZE4,0.3978302776813507
A0A075B6L6,0.3973932862281799
Q16627,0.3972005248069763
A8MZH6,0.3971496820449829
Q5T1H1,0.3969720304012298
Q9NZ32,0.3963465392589569
Q8NGU9,0.3960440456867218
O14950,0.3957026302814483
P60983,0.3954218029975891
Q8TDU5,0.3954118192195892
Q5JUQ0,0.3946975469589233
P61073,0.3945946991443634
Q5TGS1,0.3942128717899322
Q9UHH9,0.3939527571201324
Q8WZ42,0.3938470482826233
Q6X784,0.393804669380188
P29965,0.3933221399784088
A6NGG3,0.3932237327098846
Q9NWZ3,0.393137127161026
Q9H195,0.3929679095745086
Q8NG41,0.3927348256111145
Q6PL45,0.3925638794898987
Q6ZN19,0.3925592601299286
O15217,0.3923603594303131
A0AAG2TWI1,0.3922149240970611
Q86T75,0.3919371962547302
Q8TDB8,0.391934335231781
Q68DW6,0.3912972211837768
Q01484,0.3912040889263153
P10619,0.3911029100418091
A0A0B4J240,0.3908604979515075
A0A0B4J2E0,0.3904040157794952
P01733,0.3903754651546478
Q04900,0.3902792036533355
Q8TAK6,0.3902765214443207
O95907,0.3900772333145141
Q6NUS8,0.3900646269321441
P15328,0.3899670243263244
Q9NZP8,0.3895267844200134
Q99574,0.3893919885158539
Q9ULC0,0.3892213404178619
Q9H7C9,0.3890524506568908
P01703,0.3887036740779876
Q685J3,0.3885684311389923
Q96N68,0.3879174590110779
Q03924,0.3872509300708771
P78371,0.3868765830993652
Q15391,0.3868323564529419
P08590,0.3866845667362213
O95833,0.3864671885967254
Q8N3Y3,0.386420875787735
Q6PCB0,0.3855206668376922
Q9BZS9,0.3850827813148498
S4R3Y5,0.3850696086883545
P0DX01,0.3849900066852569
P01737,0.3849521577358246
P01743,0.3848657608032226
P67936,0.3845324516296386
Q00978,0.3844439685344696
Q96ID5,0.3841552734375
C9JC47,0.3840972781181335
P0DPK4,0.3839346766471863
P23471,0.3836108744144439
A0A0A0MT36,0.3831322789192199
Q9HB29,0.3828271031379699
Q9BY31,0.3825714886188507
P00739,0.3825482428073883
Q7Z5P9,0.3822380900382995
P22310,0.3820312917232513
Q693B1,0.3817800879478454
P35504,0.381452739238739
O75493,0.3812916576862335
Q96RU7,0.3812573850154876
Q6S8J3,0.3810279667377472
P98066,0.3805731236934662
Q8WXI7,0.3805514872074127
Q6WQI6,0.3804735243320465
Q15545,0.3800130784511566
O43505,0.3799690008163452
Q96EH8,0.379809021949768
P51808,0.3794278502464294
Q8TAI1,0.3793051540851593
Q9UIL1,0.3792686462402344
Q8NDY6,0.3792213201522827
Q6UYE1,0.3791854381561279
Q7Z5P9,0.3789476454257965
P04432,0.3789392411708832
P59091,0.3789240419864654
Q86VW1,0.3788755536079407
Q8N653,0.3787524998188019
Q9XRX5,0.3785400390625
Q6PIU2,0.3783854246139526
Q9C0H6,0.3781229555606842
P35080,0.3777940273284912
P48735,0.3777458369731903
A0A0B4J1U3,0.3774231076240539
A0A1B0GTH6,0.3774025738239288
A0A075B6I1,0.3773092925548553
Q5VYY2,0.3772948086261749
Q9H299,0.3771377205848694
Q9NR97,0.376964271068573
Q9NRM0,0.3759606182575226
Q9NY47,0.3759430646896362
Q9NRX4,0.3755640685558319
A0A494BZU2,0.3752316832542419
Q15012,0.3749992847442627
A0A1W2PQF6,0.374669462442398
Q86WK7,0.3737562894821167
Q9NP99,0.3737051486968994
P55008,0.3734205663204193
O00182,0.3732875883579254
A0A087WSX0,0.3732417225837707
Q9H1R2,0.3727622032165527
Q17RR3,0.3725970983505249
P83876,0.3724390268325805
A0A0A0MT87,0.3722367584705353
Q8NHW3,0.372197151184082
O00476,0.3721285462379455
P01270,0.3718616366386413
A0A6Q8PFQ6,0.3718019723892212
P15882,0.3713414967060089
Q8TB69,0.3712949454784393
Q86UD0,0.3708187341690063
Q8NI77,0.3707818984985351
Q8NC69,0.370676577091217
A0AAG2TWJ7,0.3703831434249878
P28070,0.3702153861522674
Q99440,0.3699564039707184
Q96QE2,0.3697542250156402
A0A0B4J1Z2,0.3691701591014862
Q8WW35,0.3688980340957641
Q5SZD1,0.3687466084957123
P46094,0.368539959192276
Q5JU67,0.3685212433338165
P08237,0.3684555888175964
E5RQL4,0.367802232503891
Q9NYK1,0.3677810728549957
Q6ZMI3,0.367773950099945
Q685J3,0.3671404719352722
Q8TDS7,0.3670743107795715
Q86VZ1,0.3667839765548706
Q9UPI3,0.366649866104126
P09486,0.3665937483310699
Q4G0W2,0.3665729761123657
P80748,0.3662631213665008
A0A0C4DH24,0.3662396669387817
Q03013,0.3658315241336822
Q8IUR0,0.3655377328395843
O00339,0.3652818202972412
P16860,0.365214079618454
P04211,0.3650469779968261
Q96G91,0.364848792552948
Q02505,0.3647566735744476
Q96EL2,0.3646521866321563
Q96FN9,0.3643700182437897
P42357,0.3643138706684112
Q8TB33,0.3640822470188141
A6NCF5,0.3634467422962188
Q3SY05,0.3631930649280548
Q9H195,0.3631103932857513
Q92526,0.3630502223968506
Q9H903,0.3628055453300476
A0N4Z8,0.3626334369182586
P51686,0.3619330525398254
Q1RN00,0.3616717755794525
Q07817,0.3614704012870788
P05155,0.361184298992157
Q86WD7,0.3608897626399994
Q8N145,0.3600774109363556
Q9UJP4,0.359803169965744
O60282,0.3594539165496826
Q7RTX0,0.3594127595424652
O15544,0.3592423498630523
Q8TB05,0.3592268526554107
A0A0K0K1G8,0.3589873611927032
Q12974,0.3588589429855346
A0A1W2PRE2,0.3588128983974457
Q9Y573,0.3581743240356445
Q9HCN2,0.3580141365528106
